fid,tweet_text,timestamp,source,symbols,company_names,url,source_ip,protocol,dest_ip,Label,results
44095739,Roper Technologies Inc. $ROP Stock Faces Higher Risks Forward After Forming Ascending Triangle - https://t.co/oyc6IiG4Ln,Mon Jul 09 18:28:54 +0000 2018,whatsonthorold2,ROP,Roper Technologies,https://www.whatsonthorold.com/2018/07/09/roper-technologies-inc-rop-stock-faces-higher-risks-forward-after-forming-ascending-triangle/,149.171.126.5,tcp,59.166.0.4,1,1
44095992,As Schein Henry INC $HSIC Stock Value Rose Shareholder Neville Rodie &amp; Shaw INC Cut Position https://t.co/9dWoQu6Pyl,Mon Jul 09 18:29:46 +0000 2018,reurope_stock,HSIC,Henry Schein,https://reurope.com/2018/07/09/as-schein-henry-inc-hsic-stock-value-rose-shareholder-neville-rodie-shaw-inc-cut-position/,149.171.126.7,tcp,59.166.0.4,1,1
44095993,What's in Roper Technologies Inc. $ROP After Forming Ascending Triangle? https://t.co/d0rAcv4O1D,Mon Jul 09 18:29:51 +0000 2018,reurope_stock,ROP,Roper Technologies,https://reurope.com/2018/07/09/whats-in-roper-technologies-inc-rop-after-forming-ascending-triangle/,149.171.126.7,tcp,59.166.0.2,1,1
44095998,As Schein Henry INC $HSIC Shares Rose Holder Neville Rodie &amp; Shaw INC Cut Holding by $3.72 Million - https://t.co/sgHY28SDEP,Mon Jul 09 18:30:13 +0000 2018,bibeypost_stock,HSIC,Henry Schein,https://www.bibeypost.com/as-schein-henry-inc-hsic-shares-rose-holder-neville-rodie-shaw-inc-cut-holding-by-3-72-million/,149.171.126.9,udp,59.166.0.2,1,1
44096000,Could Roper Technologies Inc. $ROP See a Reversal After Having Formed Several Months Bearish Ascending Triangle - https://t.co/aKpnbsMfxX,Mon Jul 09 18:30:17 +0000 2018,bibeypost_stock,ROP,Roper Technologies,https://www.bibeypost.com/could-roper-technologies-inc-rop-see-a-reversal-after-having-formed-several-months-bearish-ascending-triangle/,149.171.126.1,tcp,59.166.0.0,1,1
44096001,@sdhillon275 I like $arry moving forward. Higher PT from all brokerages and analysts. Holding from here. https://t.co/fL5cEtjcMP,Mon Jul 09 18:34:47 +0000 2018,ATEIXEIRAPR,ARRY,Array BioPharma Inc.,,149.171.126.7,tcp,59.166.0.2,1,1
44096002,Consolidated Edison Inc. $ED Receives Average Rating of âHoldâ from Brokerages https://t.co/5OJkWvctFL,Mon Jul 09 18:35:38 +0000 2018,MareaInformativ,ED,Consolidated Edison,http://www.mareainformativa.com/?p=411644,149.171.126.5,tcp,59.166.0.4,1,1
44096003,"Market V: Have you checked out our new feature ""Stock of the Day""? Today colleague @IBD_elow details strengths ofâ¦ https://t.co/rV7F0NOOo4",Mon Jul 09 18:39:10 +0000 2018,IBD_DChung,ROST,Ross Stores,https://twitter.com/i/web/status/1016391327196614657,149.171.126.4,tcp,59.166.0.3,1,1
44096004,$AR $CGC $DAVE $GNC $HSY $ICON $KMB $M $PEP $PG $RRC $SMRT $WTW https://t.co/bYrdCZL3j0,Mon Jul 09 18:39:11 +0000 2018,MagnoliaG2012,HSY,The Hershey Company,https://seekingalpha.com/article/4185993-sharing-2018-first-half-performance?source=tweet,149.171.126.4,udp,59.166.0.4,1,1
44096010,Consolidated Edison Inc. $ED Receives Average Rating of âHoldâ from Brokerages https://t.co/dAm4GgxjEr,Mon Jul 09 18:39:22 +0000 2018,ConsumerFeed,ED,Consolidated Edison,http://zpr.io/6Tp2W,149.171.126.7,udp,59.166.0.7,1,1
44096011,Sustainable Solutions: Xylem Poised For The Future $XYL brasklapp: lÃ¥ng https://t.co/Zibqaw5voo https://t.co/5nBXkw1Xmv,Mon Jul 09 18:39:27 +0000 2018,StefanThelenius,XYL,Xylem Inc.,http://z2036.blogspot.com/2018/02/xylem-bra-flyt-framat.html,149.171.126.0,tcp,59.166.0.8,1,1
44096012,"âFederal Realty Investment Trust (FRT) has been in ""rally mode"" from its February low. A number of bullish signalsâ¦ https://t.co/Dq8HsUCYPx",Mon Jul 09 18:42:18 +0000 2018,realmoney,FRT,Federal Realty Investment Trust,https://twitter.com/i/web/status/1016392113465053186,149.171.126.7,tcp,59.166.0.2,1,1
44096013,Remember CDIX? Itâs time to look again. NEWS IMMINENT $PTEN $NWL $TJX $EPD $TBT $NE $TAL $SPXS $MXIM $WELL $MMMâ¦ https://t.co/fJBd2Oi5Wl,Mon Jul 09 18:43:23 +0000 2018,OneOClockDrop,ODP,Office Depot,https://twitter.com/i/web/status/1016392385763336192,149.171.126.7,tcp,59.166.0.2,1,1
44096064,Remember CDIX? Itâs time to look again. NEWS IMMINENT $qqq $aapl $tvix $veon $csco $siri $rook $mu $msft $fb $sqqqâ¦ https://t.co/jltHn9o3zX,Mon Jul 09 18:47:02 +0000 2018,OneOClockDrop,FNSR,Finisar Corporation,https://twitter.com/i/web/status/1016393306694025216,149.171.126.9,udp,59.166.0.7,1,1
44096065,https://t.co/9VjKMnGXvX $AMD $ATUS $AUO $BAK $BLUE $BRFS $CEO $CMG $DISCA $DLPH $DO $EWBC $GGB $HELE $HES $LC $LNâ¦ https://t.co/etCKxbVHmE,Mon Jul 09 18:48:08 +0000 2018,42Stocks,MTD,Mettler-Toledo International Inc.,http://42stocks.com,149.171.126.0,udp,59.166.0.9,1,1
44096068,"RT @realmoney: âFederal Realty Investment Trust (FRT) has been in ""rally mode"" from its February low. A number of bullish signals can be seâ¦",Mon Jul 09 18:53:07 +0000 2018,BruceKamich,FRT,Federal Realty Investment Trust,,149.171.126.9,udp,59.166.0.1,1,1
44096069,#estate asset watch - unusual options activity (vol. &gt; open interest) $FOXA $LVS $TGT $AMGN $TV $MGM $FB $MS $SKXâ¦ https://t.co/PlVPXHiKhA,Mon Jul 09 18:55:00 +0000 2018,TheBurdetteLawF,PNR,Pentair plc,https://twitter.com/i/web/status/1016395310220730368,149.171.126.7,tcp,59.166.0.2,1,1
44096071,Today's activity Sold $PAH aug 12.50 calls @ .70  Bought 6/18 @ .50 Sold 7/9 @ .70,Mon Jul 09 18:56:47 +0000 2018,kengable66,PAH,Platform Specialty Products Corporation,,149.171.126.7,tcp,59.166.0.3,1,1
44096078,RT @SamuelGarciab1: S&amp;P 500 companies with the most revenue Exposure to China% of total revenue. $swks $wynn $qcon $qrvo $avgo $mu $txn $aâ¦,Mon Jul 09 18:57:45 +0000 2018,YuZhu4,EXPD,Expeditors International of Washington,,149.171.126.2,tcp,59.166.0.4,1,1
44096079,A bullish Big MAC (Bullish) has occurred at 2:30 PM Jul 09 at  $41.20 on Hologic Inc (HOLX) $HOLX Want to Earn(Regiâ¦ https://t.co/emz2YMfDc7,Mon Jul 09 19:00:08 +0000 2018,websofttechies,HOLX,Hologic,https://twitter.com/i/web/status/1016396601152233473,149.171.126.1,tcp,59.166.0.8,1,1
44096080,https://t.co/WYcJxQfspZ $PAH Platform Specialty Products notable market movement up 4.8% = $162.4 million gain. Atâ¦ https://t.co/Wun7IDNp4g,Mon Jul 09 19:06:30 +0000 2018,42Stocks,PAH,Platform Specialty Products Corporation,http://42stocks.com/sym/pah.html,149.171.126.6,udp,59.166.0.7,1,1
44096081,Ecolab INC $ECL Holder Caledonia Investments Plc Upped Its Position - https://t.co/WKohN7CR6U,Mon Jul 09 19:13:54 +0000 2018,whatsonthorold2,ECL,Ecolab Inc.,https://www.whatsonthorold.com/2018/07/09/ecolab-inc-ecl-holder-caledonia-investments-plc-upped-its-position/,149.171.126.5,tcp,59.166.0.4,1,1
44096148,As Ecolab INC $ECL Share Value Rose Shareholder Caledonia Investments Plc Raised Its Position https://t.co/4giCMAtD8Z,Mon Jul 09 19:15:39 +0000 2018,reurope_stock,ECL,Ecolab Inc.,https://reurope.com/2018/07/09/as-ecolab-inc-ecl-share-value-rose-shareholder-caledonia-investments-plc-raised-its-position/,149.171.126.9,udp,59.166.0.7,1,1
44096149,Caledonia Investments Plc Increases Position in Ecolab INC $ECL - https://t.co/X8gXtpCTyE,Mon Jul 09 19:16:09 +0000 2018,bibeypost_stock,ECL,Ecolab Inc.,https://www.bibeypost.com/caledonia-investments-plc-increases-position-in-ecolab-inc-ecl/,149.171.126.5,tcp,59.166.0.4,1,1
44096156,https://t.co/9VjKMnGXvX $AMD $ATUS $AUO $BAK $BLUE $BRFS $CEO $CMG $DISCA $DLPH $DO $EWBC $GGB $HELE $HES $INGN $LCâ¦ https://t.co/BtPzMu3ptc,Mon Jul 09 19:18:16 +0000 2018,42Stocks,MTD,Mettler-Toledo International Inc.,http://42stocks.com,149.171.126.6,udp,59.166.0.7,1,1
44096166,Stericycle INC $SRCL Market Valuation Rose While Welch &amp; Forbes LLC Trimmed Holding by $4.14 Million - https://t.co/wtBNZhbcWD,Mon Jul 09 19:22:18 +0000 2018,whatsonthorold2,SRCL,Stericycle,https://www.whatsonthorold.com/2018/07/09/stericycle-inc-srcl-market-valuation-rose-while-welch-forbes-llc-trimmed-holding-by-4-14-million/,149.171.126.2,tcp,59.166.0.2,1,1
44096167,As Stericycle INC $SRCL Share Value Rose Welch &amp; Forbes LLC Decreased Its Holding https://t.co/9ZUbtGdWh9,Mon Jul 09 19:23:04 +0000 2018,reurope_stock,SRCL,Stericycle,https://reurope.com/2018/07/09/as-stericycle-inc-srcl-share-value-rose-welch-forbes-llc-decreased-its-holding/,149.171.126.5,tcp,59.166.0.4,1,1
44096172,As Stericycle INC $SRCL Market Value Rose Welch &amp; Forbes LLC Has Decreased Stake - https://t.co/KgbZ9NRI6L,Mon Jul 09 19:23:19 +0000 2018,bibeypost_stock,SRCL,Stericycle,https://www.bibeypost.com/as-stericycle-inc-srcl-market-value-rose-welch-forbes-llc-has-decreased-stake/,149.171.126.8,tcp,59.166.0.5,1,1
44096176,@TurquoiseHillRe @jeffsmithmedia @OTMongolia @Erdenes_OT Humble twitterer I know you get tired of the minority druâ¦ https://t.co/Y6tnfL71qP,Mon Jul 09 19:27:45 +0000 2018,GWilem1,TRQ,Turquoise Hill Resources Ltd.,https://twitter.com/i/web/status/1016403552628039681,149.171.126.7,tcp,59.166.0.9,1,1
44096177,RT @PetroteqEnergy: Is This The #Oil #Tech Breakthrough Of The Decade? $PQEFF $HP $FNV $PBA $ENB $SU #OilandGas #Energy https://t.co/vzIsK3â¦,Mon Jul 09 19:28:41 +0000 2018,keya5000,HP,Helmerich & Payne,,149.171.126.6,tcp,59.166.0.9,1,1
44096180,Advancers: $AMZN $NFLX $CMG $FAS $GS $BIDU $HUYA $RCL $GOOG-Decliners: $WTW $TVIX $BIIB $YANG $LOXO $VMW $DTE $TWTR $CVNA,Mon Jul 09 19:29:52 +0000 2018,royalhousofrock,DTE,DTE Energy Company,,149.171.126.9,tcp,59.166.0.9,1,1
44096181,"Alert* Misinformation on behalf of @MinerGate blog post ""Most Important Forks of Summer 2018"" #EtherEmerald $ETEâ¦ https://t.co/l2FhKrTGVo",Mon Jul 09 19:32:01 +0000 2018,ClassicIsComing,ETE,Energy Transfer Equity,https://twitter.com/i/web/status/1016404624922693633,149.171.126.5,tcp,59.166.0.0,1,1
44096184,Ready for tonightâs #earnings reports? 33% OFF streaming #market coverage #analysis &amp; #ideas https://t.co/fyi6nOd4ek #stocks $CSX $EBAY $SLM,Mon Jul 09 19:33:00 +0000 2018,Briefingcom,SLM,SLM Corporation,http://bit.ly/29DGlkl,149.171.126.5,udp,59.166.0.1,1,1
44096194,ONEOK Inc. $OKE Just Reaches All-Time High? - https://t.co/SaFCleLHtD,Mon Jul 09 19:33:14 +0000 2018,whatsonthorold2,OKE,ONEOK,https://www.whatsonthorold.com/2018/07/09/oneok-inc-oke-just-reaches-all-time-high/,149.171.126.1,udp,59.166.0.3,1,1
44096195,ONEOK Inc. $OKE Stock Is An Record High Flier https://t.co/h0vzGF0IJS,Mon Jul 09 19:34:09 +0000 2018,reurope_stock,OKE,ONEOK,https://reurope.com/2018/07/09/oneok-inc-oke-stock-is-an-record-high-flier/,149.171.126.1,udp,59.166.0.3,1,1
44096196,Time to Reconsider ONEOK Inc. $OKE After Making All Time High? - https://t.co/hPDmgp2I2W,Mon Jul 09 19:34:35 +0000 2018,bibeypost_stock,OKE,ONEOK,https://www.bibeypost.com/time-to-reconsider-oneok-inc-oke-after-making-all-time-high/,149.171.126.8,udp,59.166.0.5,1,1
44096197,RT @PetroteqEnergy: Is This The #Oil #Tech Breakthrough Of The Decade? $PQEFF $HP $FNV $PBA $ENB $SU #OilandGas #Energy https://t.co/vzIsK3â¦,Mon Jul 09 19:38:29 +0000 2018,Kevalp187,HP,Helmerich & Payne,,149.171.126.9,tcp,59.166.0.7,1,1
44096416,American Electric Power Company Inc $AEP Receives $74.08 Consensus Target Price from Brokerages https://t.co/yz5DZw9rEs,Mon Jul 09 19:39:00 +0000 2018,TranscriptDaily,AEP,American Electric Power Company,http://zpr.io/6TjQy,149.171.126.2,tcp,59.166.0.0,1,1
44096417,Swing account: Closed: $WYNN: +6.87% $HSIC: +3.34% $COPPER: +0.17% $DIS: B/E Short $QSR: -3.23% Short $KNX: -5.66%â¦ https://t.co/Tw6rMLWTVG,Mon Jul 09 19:40:19 +0000 2018,tradertob,HSIC,Henry Schein,https://twitter.com/i/web/status/1016406717347835904,149.171.126.0,udp,59.166.0.2,1,1
44096421,âI donât throw darts at a board. I bet on sure things. Read Sun-tzu The Art of War. Every battle is won before itâ¦ https://t.co/39ywXMXLbO,Mon Jul 09 19:41:37 +0000 2018,stickycactusink,AES,The AES Corporation,https://twitter.com/i/web/status/1016407044486811652,149.171.126.1,udp,59.166.0.2,1,1
44096424,"RT @ClassicIsComing: Alert* Misinformation on behalf of @MinerGate blog post ""Most Important Forks of Summer 2018"" #EtherEmerald $ETE hasâ¦",Mon Jul 09 19:45:21 +0000 2018,BeerdHead,ETE,Energy Transfer Equity,,149.171.126.8,udp,59.166.0.5,1,1
44096425,Pricing power $TXMD $AGN $VRX $HOLX $JNJ $ABBV $TEVA $PFE https://t.co/PC3QGel5Wg,Mon Jul 09 19:48:21 +0000 2018,DarkSideOfTheSt,HOLX,Hologic,https://twitter.com/NYTHealth/status/1004015430330126337,149.171.126.8,tcp,59.166.0.8,1,1
44096428,https://t.co/9VjKMnGXvX $AMD $ATUS $AUO $BAK $BLUE $BRFS $CAT $CEO $CMG $DISCA $DLPH $DO $EWBC $GGB $HELE $HESâ¦ https://t.co/YlnspxYgCz,Mon Jul 09 19:48:41 +0000 2018,42Stocks,MTD,Mettler-Toledo International Inc.,http://42stocks.com,149.171.126.9,tcp,59.166.0.1,1,1
44096429,RT @TamaleNacho: $GNCA 'Methods for improving the immunogenicity and efficacy of cancer vaccines' https://t.co/yupUTMQN8C Genocea's ATLAS iâ¦,Mon Jul 09 19:51:22 +0000 2018,TamaleNacho,GNCA,Genocea Biosciences,https://www.ncbi.nlm.nih.gov/m/pubmed/29874943/?i=2&from=neoantigens%20cancer%20vaccine,149.171.126.5,tcp,59.166.0.2,1,1
44096435,"RT @TamaleNacho: ""Therapeutic Cancer Vaccine: building the future from lessons of the past"" https://t.co/pb0vrNoyhw ID of stimulatory neoanâ¦",Mon Jul 09 19:51:32 +0000 2018,TamaleNacho,GNCA,Genocea Biosciences,https://www.ncbi.nlm.nih.gov/m/pubmed/29978248/,149.171.126.4,udp,59.166.0.1,1,1
44096442,Zacks: Brokerages Anticipate Zimmer Biomet Holdings Inc $ZBH Will Post Quarterly Sales of $2.00 Billion https://t.co/iADXGkH1xM,Mon Jul 09 19:52:40 +0000 2018,TheMarketsDaily,ZBH,Zimmer Biomet Holdings,http://zpr.io/6TsDH,149.171.126.2,udp,59.166.0.2,1,1
44096443,Brokerages Expect Zimmer Biomet Holdings Inc $ZBH Will Announce Earnings of $1.88 Per Share https://t.co/L8MCZBdEiU,Mon Jul 09 19:54:05 +0000 2018,ledgerzette,ZBH,Zimmer Biomet Holdings,http://ledgergazette.com/?p=2815670,149.171.126.1,tcp,59.166.0.2,1,1
44096444,Zimmer Biomet Holdings Inc $ZBH Expected to Post Earnings of $1.88 Per Share https://t.co/UQmbcOYwku,Mon Jul 09 19:54:16 +0000 2018,dakotafinancial,ZBH,Zimmer Biomet Holdings,http://dakotafinancialnews.com/?p=307214,149.171.126.6,tcp,59.166.0.9,1,1
44096646,Zimmer Biomet Holdings Inc $ZBH Expected to Post Earnings of $1.88 Per Share https://t.co/XQGORDtVie,Mon Jul 09 19:54:58 +0000 2018,MareaInformativ,ZBH,Zimmer Biomet Holdings,http://www.mareainformativa.com/?p=412026,149.171.126.1,tcp,59.166.0.3,1,1
44096647,7/9 Unusual Option Volume Watch List: $GRPN $ENDP $CZR $AMGN $PEP $RF $BIIB $PVG $IGT $NRG $ESRX $TWTR $HIG $JWN $XLU #trading #options,Mon Jul 09 19:55:53 +0000 2018,TradeAcademyCo,HIG,The Hartford Financial Services Group,,149.171.126.6,tcp,59.166.0.4,1,1
44096648,$AON open interest for maturity 07/20/2018. High put=115.00 High call=145.00 #maxpain #optionsâ¦ https://t.co/LKec83kRIX,Mon Jul 09 19:59:14 +0000 2018,optioncharts,AON,Aon plc,https://twitter.com/i/web/status/1016411475462811648,149.171.126.5,tcp,59.166.0.5,1,1
44096650,RECAP 7/9 +Chatter: $ISR $HSIC $SNAP $FOXA $TWTR -Chatter: $PFE,Mon Jul 09 20:01:21 +0000 2018,OpenOutcrier,HSIC,Henry Schein,,149.171.126.1,tcp,59.166.0.3,1,1
44096651,RT @OpenOutcrier: RECAP 7/9 +Chatter: $ISR $HSIC $SNAP $FOXA $TWTR -Chatter: $PFE,Mon Jul 09 20:01:21 +0000 2018,tradnews_,HSIC,Henry Schein,,149.171.126.4,udp,59.166.0.4,1,1
44096654,RECAP 7/9 Unusual Calls: $PAH $SMH $SGMS $RF $MET $GM $ZNGA $HAL $AMGN $IBM $CZR $MS $JWN $TWTR $OXY,Mon Jul 09 20:01:29 +0000 2018,OpenOutcrier,PAH,Platform Specialty Products Corporation,,149.171.126.2,tcp,59.166.0.9,1,1
44096655,RT @OpenOutcrier: RECAP 7/9 Unusual Calls: $PAH $SMH $SGMS $RF $MET $GM $ZNGA $HAL $AMGN $IBM $CZR $MS $JWN $TWTR $OXY,Mon Jul 09 20:01:30 +0000 2018,tradnews_,PAH,Platform Specialty Products Corporation,,149.171.126.6,tcp,59.166.0.5,1,1
44096656,Coâs that have issued #guidance in the last 30 days https://t.co/8amEwziYqm $BVX $HELE $HVT $MU $ISCA $AZZ $MLHRâ¦ https://t.co/hKwawkX3vC,Mon Jul 09 20:03:00 +0000 2018,Briefingcom,INFO,IHS Markit Ltd.,http://bit.ly/28Lp6Al,149.171.126.6,tcp,59.166.0.7,1,1
44096664,RT @OpenOutcrier: RECAP 7/9 Unusual Calls: $PAH $SMH $SGMS $RF $MET $GM $ZNGA $HAL $AMGN $IBM $CZR $MS $JWN $TWTR $OXY,Mon Jul 09 20:03:05 +0000 2018,AlertTrade,PAH,Platform Specialty Products Corporation,,149.171.126.1,tcp,59.166.0.1,1,1
44096665,RT @BrandonVanZee: ð #9at9 - Your 9am ET daily digest of what large &amp; mid-cap ðºð¸ stocks are â¬ï¸ &amp; â¬ï¸ the most in the premarket.  ð $HELE $KOâ¦,Mon Jul 09 20:03:40 +0000 2018,sunita_giyanani,UDR,UDR,,149.171.126.4,tcp,59.166.0.4,1,1
44096666,#estate asset watch -today's outsized price moves- $STAF $HELE $DEPO $HSTM $PVG $COF $LEDS $MET $DSGX $PRU $MTBâ¦ https://t.co/wuLE4EDM0I,Mon Jul 09 20:05:26 +0000 2018,TheBurdetteLawF,TMK,Torchmark Corporation,https://twitter.com/i/web/status/1016413035278237696,149.171.126.5,udp,59.166.0.4,1,1
44096667,$1.50 EPS Expected for Torchmark Corporation $TMK - https://t.co/pI1b3bYM8d,Mon Jul 09 20:06:37 +0000 2018,whatsonthorold2,TMK,Torchmark Corporation,https://www.whatsonthorold.com/2018/07/09/1-50-eps-expected-for-torchmark-corporation-tmk/,149.171.126.4,udp,59.166.0.1,1,1
44096856,$ROP https://t.co/lbCbX8ZmHX,Mon Jul 09 20:06:40 +0000 2018,MarketsUpChuck,ROP,Roper Technologies,https://seekingalpha.com/article/4185347-roper-technologies-best-performing-dividend-aristocrat-past-2-decades-good-investment-today?source=tweet,149.171.126.5,tcp,59.166.0.1,1,1
44096858,Torchmark Corporation $TMK Analysts See $1.50 EPS https://t.co/Vp6nrfdrXx,Mon Jul 09 20:07:42 +0000 2018,reurope_stock,TMK,Torchmark Corporation,https://reurope.com/2018/07/09/torchmark-corporation-tmk-analysts-see-1-50-eps/,149.171.126.9,tcp,59.166.0.3,1,1
44096859,@KymLang $EL lagging the turn. ð,Mon Jul 09 20:07:49 +0000 2018,awesom_o,EL,The EstÃ­Ã«ÅÂ©e Lauder Companies Inc.,,149.171.126.0,tcp,59.166.0.7,1,1
44096860,EPS for Torchmark Corporation $TMK Expected At $1.50 - https://t.co/UXRjpQpGTj,Mon Jul 09 20:08:05 +0000 2018,bibeypost_stock,TMK,Torchmark Corporation,https://www.bibeypost.com/eps-for-torchmark-corporation-tmk-expected-at-1-50/,149.171.126.9,udp,59.166.0.3,1,1
44096861,Thermo Fisher Scientific Inc. $TMO Analysts See $2.68 EPS - https://t.co/sdJ2tkdtcT,Mon Jul 09 20:12:12 +0000 2018,whatsonthorold2,TMO,Thermo Fisher Scientific Inc.,https://www.whatsonthorold.com/2018/07/09/thermo-fisher-scientific-inc-tmo-analysts-see-2-68-eps/,149.171.126.14,tcp,175.45.176.2,1,1
44096862,$AKAM Max Pain is 75.50 for maturity 07/13/2018. #maxpain #options https://t.co/21SnfF8jOz https://t.co/hyeUsPe5j9,Mon Jul 09 20:14:46 +0000 2018,optioncharts,AKAM,Akamai Technologies,http://maximum-pain.com/options/max-pain/AKAM,149.171.126.0,tcp,59.166.0.3,1,1
44096864,Analysts See $2.68 EPS for Thermo Fisher Scientific Inc. $TMO https://t.co/3nmQFCEiPH,Mon Jul 09 20:15:44 +0000 2018,reurope_stock,TMO,Thermo Fisher Scientific Inc.,https://reurope.com/2018/07/09/analysts-see-2-68-eps-for-thermo-fisher-scientific-inc-tmo/,149.171.126.4,tcp,59.166.0.4,1,1
44096865,ð° SOME MONDAY BUY LINES .. $BAC $INTC $ZNGA $PAH $WFC $GM $JWN $C $AAPL $LVS $AMD $IQ $MET $DAL $MNK $CMCSA https://t.co/PtRtrlD8l4,Mon Jul 09 20:15:55 +0000 2018,WallStJesus,PAH,Platform Specialty Products Corporation,,149.171.126.6,udp,59.166.0.1,1,1
44096866,$2.68 EPS Expected for Thermo Fisher Scientific Inc. $TMO - https://t.co/Tmwhscbqlq,Mon Jul 09 20:16:01 +0000 2018,bibeypost_stock,TMO,Thermo Fisher Scientific Inc.,https://www.bibeypost.com/2-68-eps-expected-for-thermo-fisher-scientific-inc-tmo/,149.171.126.9,tcp,59.166.0.1,1,1
44096867,Short sale vol (not short interest) for $MDLZ on 2018-07-06 is 61%. https://t.co/Vcdl7hZxWK $HSY 52% $GIS 37% $K 53% $PEP 38%,Mon Jul 09 20:18:02 +0000 2018,shortvolumes,HSY,The Hershey Company,http://shortvolumes.com/?t=MDLZ,149.171.126.8,tcp,59.166.0.3,1,1
44096869,@TurquoiseHillRe @jeffsmithmedia @OTMongolia @Erdenes_OT But you have to appreciate where the average long-term invâ¦ https://t.co/PULYmhAOf7,Mon Jul 09 20:20:22 +0000 2018,GWilem1,TRQ,Turquoise Hill Resources Ltd.,https://twitter.com/i/web/status/1016416792250667008,149.171.126.1,tcp,59.166.0.5,1,1
44097096,no trades today...currently 171.6% net longâ¦ended the day up 0.41% thanks to $ACGL (+2.2%) $ROP (+1.6%) $RLI (+1.â¦ https://t.co/ybSGq2Ohjn,Mon Jul 09 20:23:06 +0000 2018,VaughnOkumura,ROP,Roper Technologies,https://twitter.com/i/web/status/1016417481785688064,149.171.126.6,udp,59.166.0.5,1,1
44097097,Why You Shouldn't Discount These 4 Top Stocks In Or Near Buy Zones  $BURL $TJX $DG $ROST  https://t.co/RXbUmzORJg,Mon Jul 09 20:24:18 +0000 2018,TopStockAlerts1,ROST,Ross Stores,https://www.investors.com/research/retail-sector-ross-stock-tjx-stock-dollar-general-stock-burlington-stock/,149.171.126.5,tcp,59.166.0.0,1,1
44097098,Farmers Trust Co Decreased Its Position in Lauder Estee Cos INC $EL by $4.24 Million as Shares Rose - https://t.co/EzNZva4vUo,Mon Jul 09 20:25:05 +0000 2018,whatsonthorold2,EL,The EstÃ­Ã«ÅÂ©e Lauder Companies Inc.,https://www.whatsonthorold.com/2018/07/09/farmers-trust-co-decreased-its-position-in-lauder-estee-cos-inc-el-by-4-24-million-as-shares-rose/,149.171.126.9,udp,59.166.0.3,1,1
44097100,Lauder Estee Cos INC $EL Valuation Rose While Farmers Trust Co Cut Position by $4.24 Million https://t.co/pSlKeXy2oT,Mon Jul 09 20:25:48 +0000 2018,reurope_stock,EL,The EstÃ­Ã«ÅÂ©e Lauder Companies Inc.,https://reurope.com/2018/07/09/lauder-estee-cos-inc-el-valuation-rose-while-farmers-trust-co-cut-position-by-4-24-million/,149.171.126.8,tcp,59.166.0.6,1,1
44097101,Farmers Trust Co Has Cut Its Lauder Estee Cos INC $EL Stake by $4.24 Million - https://t.co/puPQrJ3WIf,Mon Jul 09 20:26:04 +0000 2018,bibeypost_stock,EL,The EstÃ­Ã«ÅÂ©e Lauder Companies Inc.,https://www.bibeypost.com/farmers-trust-co-has-cut-its-lauder-estee-cos-inc-el-stake-by-4-24-million/,149.171.126.4,tcp,59.166.0.1,1,1
44097102,$ETR Entergy Corporation SEC Filing: Form 3 https://t.co/u7Ny3eTVcJ,Mon Jul 09 20:26:49 +0000 2018,StockTexts,ETR,Entergy Corporation,http://www.sec.gov/Archives/edgar/data/65984/000006598418000182/xslF345X02/edgar.xml,149.171.126.0,tcp,59.166.0.5,1,1
44097103,https://t.co/dlD0hsPHN1 $XYL Xylem notable market movement up 1.8% = $216.4 million gain. At $12 billion marketCapâ¦ https://t.co/2ZwhNG6cL8,Mon Jul 09 20:30:42 +0000 2018,42Stocks,XYL,Xylem Inc.,http://42stocks.com/sym/xyl.html,149.171.126.3,tcp,59.166.0.3,1,1
44097106,Afternoon Most Tweeted Mid Caps check out Gambiste Top 10: $HELE $FEYE $GRPN $ACAD $CRTO $FIBK $HALO $ARRY $MANT https://t.co/lYp5LtitVR,Mon Jul 09 20:30:58 +0000 2018,GambisteFinance,ARRY,Array BioPharma Inc.,http://gambiste.com/index.php/current-month-stock-data/,149.171.126.7,tcp,59.166.0.3,1,1
44097108,Delphi Technologies PLC $DLPH Receives Consensus Rating of âBuyâ from Analysts https://t.co/QjPx9uUyPV,Mon Jul 09 20:35:04 +0000 2018,ledgerzette,DLPH,Delphi Technologies PLC,http://ledgergazette.com/?p=2815699,149.171.126.5,udp,59.166.0.0,1,1
44097109,Delphi Technologies PLC $DLPH Receives Consensus Rating of âBuyâ from Analysts https://t.co/DfvzpZHW72,Mon Jul 09 20:35:17 +0000 2018,MareaInformativ,DLPH,Delphi Technologies PLC,http://www.mareainformativa.com/?p=412160,149.171.126.5,udp,59.166.0.0,1,1
44097110,$MUR Murphy Oil Corporation End-Of-Day Quote Alert From our Stock News Alerts App,Mon Jul 09 20:36:59 +0000 2018,Allstocknews,MUR,Murphy Oil Corporation,,149.171.126.2,tcp,59.166.0.5,1,1
44097111,T. Rowe Price Group Inc. $TROW Analysts See $1.73 EPS - https://t.co/IBZRCjpm9P,Mon Jul 09 20:37:14 +0000 2018,whatsonthorold2,TROW,T. Rowe Price Group,https://www.whatsonthorold.com/2018/07/09/t-rowe-price-group-inc-trow-analysts-see-1-73-eps/,149.171.126.6,tcp,59.166.0.6,1,1
